代码,名称,现价,总股本,流通A股,第一流通股东,第一流通股东股本,百份比,股东性质
000568,泸州老窖,45.12,139423.948,71533.77,泸州市国有资产监督管理委员会,6731.2,4.828,国有股
000570,苏常柴Ａ,7.85,56137.433,41137.433,常州市人民政府国有资产监督管理委员会,16849.8,30.015,国有股
000571,新大洲Ａ,7.44,73606.4,73560.533,海南新元投资有限公司,8948.16,12.157,境内法人股
000572,海马汽车,5.1,164463.643,104266.793,海南汽车有限公司,47360.0,28.797,境内法人股
000573,粤宏远Ａ,5.25,62275.56,62228.583,东莞市城宝综合贸易公司,1576.97,2.532,境内法人股
000576,ST甘化,11.93,32286.132,25550.561,东海证券－交行－东风5号集合资产管理计划,692.5,2.145,境内法人股
000581,威孚高科,38.55,56727.599,38064.457,ROBERT BOSCH GMBH,1838.72,3.241,境外法人股
000582,北海港,11.44,14212.261,8370.118,中国长城资产管理公司,707.771,4.98,国有股
000584,友利控股,8.46,40888.289,40707.946,江苏双良科技有限公司,13394.4,32.759,境内法人股
000585,东北电气,4.27,87337.0,60919.0,香港中央结算(代理人)有限公司,24756.2,28.346,境外法人股
000586,ST汇源,8.65,19344.0,15344.0,四川省长江集团有限公司,750.671,3.881,国有股
000587,S*ST光明,15.9,18571.158,8349.397,宁夏大元化工股份有限公司,200.861,1.082,境内法人股
000589,黔轮胎Ａ,6.59,48890.43,48884.726,贵阳市国有资产投资管理公司,11029.7,33.84,国有股
000590,紫光古汉,12.5,20302.842,20294.202,紫光集团有限公司,3657.59,18.015,国有股
000591,桐君阁,7.95,27463.098,27463.098,重庆太极实业（集团）股份有限公司,9777.0,49.841,国有股
000592,中福实业,7.71,65185.156,57031.81,东证资管－工行－东方红6号集合资产管理计划,649.625,0.997,境内法人股
000593,大通燃气,7.63,22333.643,22313.627,天津大通投资集团有限公司,5167.69,23.139,境内法人股
000594,国恒铁路,3.94,149377.189,128749.146,东莞市创裕实业发展有限公司,6000.0,4.017,境内法人股
000595,*ST西轴,11.38,21682.933,21680.726,中国长城资产管理公司,8191.74,37.78,国有股
000596,古井贡酒,79.48,23500.0,17500.0,安徽古井集团有限责任公司,13570.2,57.746,国有股
000597,东北制药,13.99,33381.0,30091.962,东北制药集团有限责任公司,7838.21,23.481,国有股
000598,兴蓉投资,18.1,57678.585,22054.804,中国建设银行－银华核心价值优选股票型证券投资基金,800.0,1.731,境内法人股
000599,青岛双星,6.1,52482.848,52481.02,双星集团有限责任公司,10658.2,20.308,国有股
000600,建投能源,5.12,91366.012,91358.029,河北建设投资集团有限责任公司,50259.0,55.008,国有股
000601,韶能股份,4.78,92555.167,83903.696,韶关市工业资产经营有限公司,7011.4,7.575,国有股
000602,*ST金马,31.81,15075.0,14911.2,山东鲁能集团有限公司,4466.11,29.626,国有股
000603,*ST威达,30.06,14036.25,5698.48,张永胜,160.01,1.14,自然人股
000605,ST四环,13.44,9322.5,4125.0,谢红刚,127.36,1.366,自然人股
000606,青海明胶,9.23,40596.36,39334.587,天津泰达科技风险投资股份有限公司,4929.64,12.143,国有股
000607,*ST华控,5.44,48773.2,48773.2,华立集团股份有限公司,11469.1,23.515,境内法人股
000608,阳光股份,5.46,74991.331,74991.331,RECO SHINE PTE LTD,21840.0,29.123,境外法人股
000609,绵世股份,10.73,29809.552,29091.789,北京中北能能源科技有限责任公司,7400.0,24.824,境内法人股
000610,西安旅游,10.7,19674.79,19425.089,西安旅游集团有限责任公司,6355.79,32.304,国有股
000611,时代科技,6.49,32182.202,31899.045,浙江众禾投资有限公司,5000.0,15.537,境内法人股
000612,焦作万方,17.84,48017.608,48014.509,中国铝业股份有限公司,11525.1,24.002,国有股
000613,ST东海Ａ,5.06,36410.0,25879.2,海口农工贸（罗牛山）股份有限公司,6000.0,16.479,境内法人股
000615,湖北金环,7.05,21167.732,21163.775,湖北嘉信投资集团有限公司,3466.84,16.378,境内法人股
000616,亿城股份,4.41,119186.202,119186.202,乾通科技实业有限公司,19845.6,19.981,境内法人股
000617,石油济柴,18.01,28753.92,28753.747,中国石油集团济柴动力总厂,17252.4,60.0,国有股
000619,海螺型材,9.64,36000.0,36000.0,安徽海螺集团有限责任公司,11544.5,32.068,国有股
000623,吉林敖东,30.81,68802.956,62173.915,敦化市金诚实业有限责任公司,8146.26,14.208,境内法人股
000625,长安汽车,9.15,268582.364,188195.799,中国长安汽车集团股份有限公司,95636.6,35.608,国有股
000626,如意集团,12.08,20250.0,20188.362,中国远大集团有限责任公司,7508.54,37.079,境内法人股
000627,天茂集团,4.41,135358.987,135358.987,新理益集团有限公司,32193.9,23.784,境内法人股
000628,高新发展,10.59,21948.0,18774.081,成都高新投资集团有限公司,2692.23,12.266,国有股
000629,攀钢钒钛,11.07,572649.747,317813.249,鞍山钢铁集团公司,59517.3,10.393,国有股
000630,铜陵有色,24.1,142160.671,142157.822,铜陵有色金属集团控股有限公司,73679.6,51.828,国有股
000631,顺发恒业,6.55,104550.975,22845.55,北京和嘉投资有限公司,1072.29,1.026,境内法人股
000632,三木集团,5.19,46551.957,46505.909,福建三联投资有限公司,8408.64,18.063,国有股
000633,ST合金,10.7,38510.637,18318.667,宁波北仑神美电器有限公司,477.31,1.239,境内法人股
000635,英力特,19.21,17706.113,17705.183,国电英力特能源化工集团股份有限公司,3944.33,22.277,境内法人股
000636,风华高科,10.46,67096.631,67093.631,广东省广晟资产经营有限公司,12248.4,18.255,国有股
000637,茂化实华,8.38,51987.536,36648.55,中国石化集团茂名石油化工公司,5198.75,10.0,国有股
000638,万方地产,9.33,15470.0,8840.0,姚思团,127.39,0.823,自然人股
000639,西王食品,31.15,12554.856,5762.699,中国农业银行－长盛同德主题增长股票型证券投资基金,308.02,2.453,境内法人股
000650,仁和药业,14.23,63024.804,47905.344,仁和（集团）发展有限公司,9055.0,21.551,境内法人股
000651,格力电器,23.5,281788.875,277999.462,珠海格力集团有限公司,54812.8,19.452,国有股
000652,泰达股份,7.68,147557.385,146293.459,天津泰达集团有限公司,49418.0,33.491,国有股
000655,金岭矿业,19.11,59534.023,41480.7,山东金岭铁矿,16720.7,28.086,国有股
000656,ST东源,13.7,25004.185,21647.753,重庆渝富资产经营管理有限公司,4508.18,18.03,国有股
000659,珠海中富,10.56,75629.56,68829.56,ASIA BOTTLES (HK) COMPANY LIMITED,19960.6,26.393,境外法人股
000661,长春高新,47.5,13132.657,13132.374,长春高新超达投资有限公司,3177.99,24.199,国有股
000662,索芙特,7.61,28798.92,28798.58,广西索芙特科技股份有限公司,4424.67,15.364,境内法人股
000663,永安林业,8.49,20276.028,16688.812,福建省永安林业(集团)总公司,3244.46,16.002,国有股
000665,武汉塑料,11.98,17748.859,12169.688,姜国忠,375.679,2.117,自然人股
000666,经纬纺机,13.82,60380.0,22734.395,香港中央结算（代理人）有限公司,18009.9,29.828,境外法人股
000667,名流置业,2.99,255959.233,255959.233,名流投资集团有限公司,39882.8,15.582,境内法人股
000668,荣丰控股,10.56,14684.189,8180.024,武汉国有资产经营公司,230.0,1.566,国有股
000669,领先科技,30.28,9250.5,7587.595,中国工商银行-汇添富价值精选股票型证券投资基金,459.996,4.973,境内法人股
000671,阳光城,8.36,53600.554,30197.02,福建阳光集团有限公司,9681.44,18.062,境内法人股
000673,ST当代,8.84,20808.0,10567.4,储辉,350.0,1.682,自然人股
000676,*ST思达,5.04,31458.67,30781.87,河南正弘置业有限公司,9200.0,29.245,境内法人股
000677,山东海龙,4.57,86397.795,80400.346,潍坊市投资公司,14032.4,16.242,国有股
000678,襄阳轴承,6.62,30107.98,30107.613,襄阳汽车轴承集团公司,8255.92,27.421,国有股
000679,大连友谊,8.08,35640.0,35629.9,大连友谊集团有限公司,10044.0,42.273,国有股
000680,山推股份,17.59,75916.453,63557.358,山东工程机械集团有限公司,3795.82,5.0,国有股
000682,东方电子,6.39,97816.319,78934.942,东方电子集团有限公司,440.415,0.45,国有股
000683,远兴能源,8.95,76781.398,76781.398,内蒙古博源控股集团有限公司,15245.2,19.855,境内法人股
000685,中山公用,16.64,59898.709,15760.303,中山中汇投资集团有限公司,242.414,0.405,国有股
000686,东北证券,20.1,63931.245,63929.232,吉林亚泰（集团）股份有限公司,19633.1,30.71,境内法人股
000687,保定天鹅,5.85,64160.0,64159.354,恒天纤维集团有限公司,30848.1,48.08,国有股
000690,宝新能源,5.02,172661.25,169857.23,广东宝丽华集团有限公司,53319.7,30.881,境内法人股
000691,*ST亚太,6.78,32327.0,26848.63,兰州亚太工贸集团有限公司,1448.57,4.481,境内法人股
000692,惠天热电,7.31,26641.649,26638.156,沈阳供暖集团有限公司,9352.51,35.105,国有股
000695,滨海能源,13.47,22214.754,22171.637,天津泰达投资控股有限公司,8285.1,37.296,国有股
000697,*ST偏转,15.85,18661.276,13258.66,中国银行－嘉实主题精选混合型证券投资基金,510.338,2.735,境内法人股
000698,沈阳化工,9.45,66092.853,62702.198,沈阳化工集团有限公司,18486.4,27.97,国有股
000700,模塑科技,6.85,30904.36,30904.36,江阴模塑集团有限公司,10613.5,34.343,境内法人股
000701,厦门信达,10.72,24025.0,19651.994,厦门信息－信达总公司,2402.5,10.0,国有股
000702,正虹科技,6.83,26663.458,26662.642,岳阳市屈原农垦有限责任公司,6458.56,24.223,国有股
000703,恒逸石化,46.28,57679.381,13080.602,河南汇诚投资有限公司,3223.7,22.401,境内法人股
000705,浙江震元,13.28,12532.936,9929.106,中国建设银行－华夏红利混合型开放式证券投资基金,581.99,4.644,境内法人股
000707,双环科技,10.71,46414.577,46414.336,湖北双环化工集团有限公司,11656.3,25.114,国有股
000708,大冶特钢,15.31,44940.848,44712.643,湖北新冶钢有限公司,13462.0,29.955,境内法人股
000709,河北钢铁,4.52,687678.098,375550.741,河北钢铁集团矿业有限公司,9197.03,1.337,国有股
000710,天兴仪表,13.27,15120.0,15120.0,成都天兴仪表（集团）有限公司,8900.2,58.864,国有股
000711,天伦置业,15.76,10726.56,10726.56,天伦控股有限公司,2857.0,26.635,境内法人股
000712,锦龙股份,13.71,30462.305,19103.436,中国农业银行－新华优选成长股票型证券投资基金,636.591,2.09,境内法人股
000713,丰乐种业,15.29,29887.597,26999.685,合肥市建设投资控股(集团)有限公司,10194.1,34.108,国有股
000715,中兴商业,10.19,27900.6,27809.87,沈阳中兴商业集团有限公司,9445.81,33.855,国有股
000716,*ST南方,9.57,17825.954,17109.595,广西南方投资有限责任公司,4046.54,22.7,境内法人股
000717,韶钢松山,3.83,166952.441,112801.691,广东省韶关钢铁集团有限公司,6402.49,3.835,国有股
000718,苏宁环球,8.0,170266.047,122196.8,江苏苏宁环球集团有限公司,45643.9,26.807,境内法人股
000720,ST能山,4.15,86346.0,86343.853,华能泰山电力有限公司,16008.8,18.54,国有股
000721,西安饮食,10.06,19952.796,16708.731,西安旅游集团有限责任公司,5250.0,26.312,国有股
000723,美锦能源,16.22,13959.919,9171.073,山西明坤科工贸集团有限公司,1395.99,10.0,境内法人股
000725,京东方Ａ,2.73,1352154.234,710074.443,北京京东方投资发展有限公司,71748.4,6.367,国有股
000726,鲁泰Ａ,10.95,99486.48,45295.183,DBS VICKERS (HONG KONG) LTD A/C CLIENTS,4097.86,4.119,境外法人股
000727,华东科技,12.44,35915.736,35814.009,南京华东电子集团有限公司,9256.36,25.772,国有股
000728,国元证券,11.3,196410.0,196410.0,安徽国元控股（集团）有限责任公司,46249.8,23.548,国有股
000729,燕京啤酒,16.97,121026.708,96736.191,北京燕京啤酒集团公司,1803.67,1.49,国有股
000731,四川美丰,6.47,50232.199,50218.526,成都华川石油天然气勘探开发总公司,7205.36,14.344,国有股
000732,福建三农,8.86,101717.799,14987.19,路殿有,126.884,0.125,自然人股
000733,振华科技,9.96,35812.0,35812.0,中国振华电子集团有限公司,12939.0,36.13,国有股
000735,罗牛山,7.14,88013.2,87994.285,海南罗牛山控股集团有限公司,9070.5,10.306,境内法人股
000736,重庆实业,10.3,29719.389,11609.631,重庆渝富资产经营管理有限公司,1962.62,6.604,国有股
000737,*ST南风,5.32,54876.0,54750.969,中盐运城盐化集团有限公司,14061.5,25.624,国有股
000738,中航动控,14.41,94283.849,39780.0,中国南方航空工业（集团）有限公司,21420.0,22.719,国有股
000739,普洛股份,10.85,25673.569,25668.877,浙江光泰实业发展有限公司,5325.99,20.745,境内法人股
000748,长城信息,8.16,37556.217,37556.217,中国电子信息产业集团有限公司,7579.37,20.181,国有股
000750,SST集琦,4.39,21505.74,12215.212,广东腾达贸易有限公司,252.0,1.172,境内法人股
000751,锌业股份,7.81,111013.329,111010.366,中冶葫芦岛有色金属集团有限公司,42378.5,38.174,国有股
000752,西藏发展,33.31,26375.849,26373.206,西藏光大金联实业有限公司,4000.37,15.167,境内法人股
000753,漳州发展,7.03,31630.262,25015.38,福建漳龙实业有限公司,2135.41,6.751,国有股
000755,山西三维,11.05,46926.462,46922.344,山西三维华邦集团有限公司,13041.2,27.791,国有股
000756,新华制药,7.63,45731.283,30729.272,山东新华医药集团有限责任公司,16607.2,36.315,国有股
000758,中色股份,35.35,63888.0,42583.026,万向资源有限公司,4966.29,7.773,境内法人股
000759,中百集团,12.32,68102.15,68042.72,武汉商联（集团）股份有限公司,6919.54,10.161,国有股
000760,*ST博盈,7.45,23685.229,23684.096,北京嘉利恒德房地产开发有限公司,2285.01,9.647,国有股
000761,本钢板材,6.59,313600.0,69758.995,本溪钢铁(集团)有限责任公司,257363.0,82.067,国有股
000762,西藏矿业,33.18,31731.659,27563.995,西藏自治区矿业发展总公司,4877.97,17.693,国有股
000766,通化金马,8.22,44901.628,44901.374,通化市永信投资有限责任公司,10517.6,23.424,国有股
000767,漳泽电力,5.56,132372.5,132370.509,中国电力投资集团公司,47975.8,36.243,国有股
000768,西飞国际,11.01,247761.844,233966.372,西安飞机工业（集团）有限责任公司,46147.2,18.626,国有股
000776,广发证券,39.25,250704.573,77494.356,广东粤财信托有限公司,12045.8,4.805,国有股
000777,中核科技,25.81,21300.977,20155.412,中国核工业集团公司,5550.72,26.059,国有股
000778,新兴铸管,10.55,191687.157,135223.156,新兴际华集团有限公司,38197.1,19.927,国有股
000779,三毛派神,11.31,18644.102,16011.568,嘉峪关大友企业公司,900.899,4.832,境内法人股
000780,平庄能源,15.9,101430.632,101430.632,内蒙古平庄煤业（集团）有限责任公司,62294.7,61.416,国有股
000782,美达股份,7.06,40451.325,40450.765,广东天健实业集团有限公司,8181.82,20.226,境内法人股
000783,长江证券,10.77,237123.384,237117.053,青岛海尔投资发展有限公司,34894.4,14.716,境内法人股
000785,武汉中商,11.55,25122.17,25109.37,武汉商联(集团)股份有限公司,10547.8,41.986,国有股
000786,北新建材,15.91,57515.0,57508.726,中国建材股份有限公司,30137.0,52.399,国有股
000788,西南合成,9.96,58278.486,48674.889,西南合成医药集团有限公司,5433.1,9.323,国有股
000789,江西水泥,17.51,39590.958,39589.062,江西水泥有限责任公司,17413.0,43.982,国有股
000790,华神集团,15.9,35006.457,33736.575,四川华神集团股份有限公司,6845.11,25.42,境内法人股
000791,西北化工,7.46,18900.0,18897.612,西北油漆厂,7422.19,39.271,国有股
000792,盐湖股份,59.0,159050.92,47835.075,中国工商银行－广发聚丰股票型证券投资基金,3080.0,1.936,境内法人股
000793,华闻传媒,5.66,136013.258,135937.133,上海新华闻投资有限公司,26720.6,19.646,国有股
000795,太原刚玉,16.4,27680.0,27679.229,横店集团控股有限公司,7203.51,26.024,境内法人股
000796,易食股份,7.3,24654.201,20368.334,中国工商银行－诺安平衡证券投资基金,891.887,3.618,境内法人股
000797,中国武夷,5.89,38945.244,33433.529,福建建工集团总公司,9202.33,23.629,国有股
000798,中水渔业,10.31,31945.5,31942.993,中国农业发展集团总公司,8100.31,25.357,国有股
000799,酒鬼酒,18.6,30305.0,20560.456,中国长城资产管理公司,2600.08,8.58,国有股
000800,一汽轿车,14.16,162750.0,141175.288,中国第一汽车集团公司,64723.8,39.769,国有股
000801,四川九洲,11.46,37998.817,26407.181,四川九洲电器集团有限责任公司,12172.7,64.069,国有股
000802,北京旅游,12.22,18749.018,8395.096,北京昆仑琨投资有限公司,1244.02,9.048,境内法人股
000803,金宇车城,9.6,12773.089,9026.93,南充市财政局,638.654,5.0,国有股
000806,银河科技,4.81,69921.496,69691.415,广西银河集团有限公司,10264.3,14.68,境内法人股
000807,云铝股份,10.76,118397.922,65246.47,云南冶金集团股份有限公司,5023.2,4.243,国有股
000809,中汇医药,24.94,11457.0,11456.896,成都迈特医药产业投资有限公司,4434.38,38.705,境内法人股
000810,华润锦华,13.8,12966.572,12966.572,华润纺织（集团）有限公司,6612.3,50.995,境外法人股
000811,烟台冰轮,12.54,26306.495,26298.922,烟台国盛实业公司,3339.37,12.694,境内法人股
000812,陕西金叶,6.23,44737.565,44731.388,万裕文化产业有限公司,6193.71,16.614,境内法人股
000813,天山纺织,14.88,36345.6,36345.6,新疆凯迪投资有限责任公司,20635.4,56.776,境内法人股
000815,美利纸业,6.5,31680.0,31557.992,中冶纸业集团有限公司,8525.85,26.912,国有股
000816,江淮动力,7.82,108880.332,108875.513,江苏江动集团有限公司,25252.5,23.193,境内法人股
000818,*ST化工,6.28,68000.0,68000.0,锦化化工集团有限责任公司,26617.8,39.144,国有股
000819,岳阳兴长,15.27,19371.244,19369.658,中国石化集团资产经营管理有限公司,4545.0,23.463,国有股
000821,京山轻机,7.25,34523.878,34521.184,京山京源科技投资有限公司,8903.68,25.79,境内法人股
000822,山东海化,10.6,89509.193,89508.309,山东海化集团有限公司,36104.9,40.337,国有股
000823,超声电子,14.54,44043.6,28829.935,汕头超声电子（集团）公司,1962.15,4.455,国有股
000825,太钢不锈,5.15,569624.78,302631.936,太原钢铁(集团)有限公司,98963.3,17.373,国有股
000826,桑德环境,24.93,41335.614,40048.614,北京桑德环保集团有限公司,18561.1,44.903,境内法人股
000828,东莞控股,5.69,103951.699,103951.699,东莞市公路桥梁开发建设总公司,43177.2,41.536,国有股
000829,天音控股,9.14,94690.109,94685.739,中国新闻发展深圳有限公司,13191.8,13.932,国有股
000830,鲁西化工,7.0,146486.078,104544.933,山东聊城鲁西化工集团有限责任公司,44492.1,30.373,国有股
000833,贵糖股份,9.64,29606.788,29605.897,广西贵糖集团有限公司,7580.0,25.602,国有股
000835,四川圣达,9.26,30537.0,30537.0,四川圣达集团有限公司,3607.75,11.814,境内法人股
000836,鑫茂科技,6.96,29249.782,25532.148,天津鑫茂科技投资集团有限公司,5090.25,17.403,境内法人股
000837,秦川发展,13.37,34871.76,34863.909,陕西秦川机床工具集团有限公司,9293.53,26.651,国有股
000838,国兴地产,9.11,18099.972,18099.972,北京融达投资有限公司,5849.36,32.317,国有股
000839,中信国安,10.41,156793.054,156740.999,中信国安有限公司,64939.5,41.417,国有股
000848,承德露露,15.96,36496.512,36482.32,万向三农有限公司,12941.8,42.552,境内法人股
000850,华茂股份,7.87,94366.501,94333.468,安徽华茂集团有限公司,43786.1,46.4,国有股
000851,高鸿股份,9.86,33290.0,32079.966,电信科学技术研究院,2924.76,8.786,国有股
000852,江钻股份,14.54,40040.0,13009.483,国信－招行－国信金理财收益互换(多策略)集合资产管理计划,479.663,1.198,境内法人股
000856,ST唐陶,9.32,22700.0,13207.058,中国工商银行－汇添富均衡增长股票型证券投资基金,749.998,3.304,境内法人股
000858,五粮液,35.72,379596.672,379552.098,宜宾市国有资产经营有限公司,212837.0,56.069,国有股
000859,国风塑业,7.73,42048.0,42047.887,安徽国风集团有限公司,875.062,2.081,国有股
000860,顺鑫农业,17.24,43854.0,43850.621,北京顺鑫农业发展集团有限公司,20609.4,46.996,国有股
000861,海印股份,17.78,49218.897,14913.868,华夏银行股份有限公司－东吴行业轮动股票型证券投资基金,500.499,1.017,境内法人股
000862,银星能源,12.26,23589.0,23589.0,宁夏发电集团有限责任公司,6610.32,28.023,国有股
000868,安凯客车,10.52,30701.0,26714.798,安徽江淮汽车集团有限公司,4660.5,15.18,国有股
000869,张裕Ａ,98.8,52728.0,34879.572,烟台张裕集团有限公司,26574.9,50.4,境内法人股
000875,吉电股份,4.51,83910.0,66001.259,吉林省能源交通总公司,3565.81,4.25,国有股
000876,新希望,19.95,83237.154,81501.811,新希望集团有限公司,38035.5,45.695,境内法人股
000877,天山股份,35.54,38894.514,33565.932,中国中材股份有限公司,11319.6,29.104,国有股
000878,云南铜业,21.91,125668.88,125667.472,云南铜业（集团）有限公司,68234.9,54.297,国有股
000880,潍柴重机,19.24,27610.05,13513.5,中国建设银行－华宝兴业行业精选股票型证券投资基金,417.11,1.511,境内法人股
000881,大连国际,11.8,30891.84,30507.505,中国大连国际经济技术合作集团有限公司,5592.94,18.105,国有股
000882,华联股份,7.39,74441.87,24919.318,北京中商华通科贸有限公司,5772.42,7.754,境内法人股
000883,湖北能源,8.0,206779.971,28367.893,三环集团公司,9219.04,4.458,国有股
000885,同力水泥,15.71,25254.395,8510.978,中国建设银行-长盛同庆可分离交易股票型证券投资基金,999.942,3.959,境内法人股
000886,海南高速,4.81,98882.83,95112.878,海南金城国有资产经营管理有限责任公司,19827.1,20.051,国有股
000887,中鼎股份,12.97,59577.719,59577.719,安徽中鼎控股(集团)股份有限公司,24199.6,56.866,境内法人股
000888,峨眉山Ａ,18.2,23518.8,16381.017,四川省峨眉山乐山大佛旅游集团总公司,2351.88,10.0,国有股
000889,渤海物流,9.21,33870.757,33851.963,中兆投资管理有限公司,10126.1,29.896,境内法人股
000890,法尔胜,6.61,37964.16,37954.355,江苏法尔胜泓昇集团有限公司,7843.2,20.66,境内法人股
000892,*ST星美,5.16,41387.688,30693.844,金信信托投资股份有限公司,2069.38,5.0,境内法人股
000893,东凌粮油,20.26,22200.0,10989.754,广州东凌实业集团有限公司,2220.0,10.0,境内法人股
000895,双汇发展,66.07,60599.49,60584.943,河南省漯河市双汇实业集团有限责任公司,18341.6,30.267,国有股
000897,津滨发展,4.56,161727.223,161700.734,天津泰达建设集团有限公司,37673.8,23.295,国有股
000898,鞍钢股份,6.8,723480.785,614898.991,香港中央结算（代理人）有限公司,106554.0,14.728,境外法人股
000899,赣能股份,6.65,64667.776,30497.78,苏运江,235.584,0.364,自然人股
000900,现代投资,16.3,39916.59,39912.696,湖南省高速公路建设开发总公司,10852.5,27.188,国有股
000901,航天科技,16.65,25035.912,22176.0,中国航天科工飞航技术研究院,2809.7,11.223,国有股
000902,中国服装,13.89,25800.0,25799.513,中国恒天集团有限公司,7325.55,28.394,国有股
000903,云内动力,6.97,68076.0,42561.0,黄泽聪,334.292,0.884,自然人股
000905,厦门港务,7.05,53100.0,23828.4,华建交通经济开发中心,554.87,1.045,国有股
000906,南方建材,9.43,33060.58,8645.0,中国建设银行－华夏红利混合型开放式证券投资基金,299.993,0.907,境内法人股
000908,ST天一,8.71,28000.0,12918.316,平江县国有资产管理局,1227.58,4.384,国有股
000909,数源科技,9.74,19600.0,19600.0,西湖电子集团有限公司,10244.0,52.265,国有股
000910,大亚科技,7.25,52750.0,52750.0,大亚科技集团有限公司,25136.7,47.653,境内法人股
000911,南宁糖业,18.0,28664.0,28664.0,南宁振宁资产经营有限责任公司,13676.9,47.715,国有股
000912,泸天化,7.32,58500.0,26715.0,四川化工控股(集团)有限责任公司,2925.0,5.0,国有股
000913,钱江摩托,7.37,45353.6,45343.635,温岭钱江投资经营有限公司,18797.1,41.446,国有股
000915,山大华特,17.65,18025.499,17920.813,山东山大产业集团有限公司,3932.0,21.814,国有股
000916,华北高速,3.84,109000.0,92032.368,华建交通经济开发中心,3449.99,3.165,国有股
000917,电广传媒,24.4,40637.84,31876.103,中国工商银行－诺安股票证券投资基金,708.14,1.743,境内法人股
000918,嘉凯城,7.2,180419.15,52785.303,杭州钢铁集团公司,31385.0,17.396,国有股
000919,金陵药业,9.19,50400.0,25559.027,福州市投资管理公司,3670.88,7.284,国有股
000920,南方汇通,10.76,42200.0,42200.0,中国南车集团公司,17994.0,42.64,国有股
000921,ST科龙,6.54,135405.475,28214.803,香港中央结算（代理人）有限公司,45753.5,33.79,境外法人股
000922,ST阿继,9.97,29843.5,17189.516,夏天,157.421,0.527,自然人股
000923,河北宣工,9.79,19800.0,19799.91,河北宣工机械发展有限责任公司,7036.97,35.54,国有股
000925,众合机电,17.28,30133.811,10876.0,大成价值增长证券投资基金,870.666,2.889,境内法人股
000926,福星股份,11.97,71235.565,52436.611,中国工商银行－诺安股票证券投资基金,1877.61,2.636,境内法人股
000927,一汽夏利,7.06,159517.402,159517.096,中国第一汽车集团公司,76142.8,47.733,国有股
000928,中钢吉炭,13.23,28289.9,28289.699,中国中钢集团公司,13137.9,46.44,国有股
000929,兰州黄河,10.55,18576.6,18558.804,兰州黄河新盛投资有限公司,3954.74,21.289,境内法人股
000930,中粮生化,7.77,96441.111,96441.111,中粮集团有限公司,20000.0,20.738,国有股
000931,中关村,7.42,67484.694,50651.403,广东粤文音像实业有限公司,3858.84,5.718,境内法人股
000932,华菱钢铁,4.11,301565.003,112129.125,湖南华菱钢铁集团有限责任公司,10978.8,3.641,国有股
000933,神火股份,15.21,168000.0,167985.85,河南神火集团有限公司,26506.0,25.244,国有股
000935,四川双马,13.23,61586.2,13794.981,中国工商银行－博时第三产业成长股票证券投资基金,499.995,0.812,境内法人股
000936,华西村,8.1,74801.289,74801.019,江苏华西集团公司,30679.1,41.014,境内法人股
000937,冀中能源,25.35,231288.42,157590.507,冀中能源集团有限责任公司,45420.0,39.276,国有股
000938,紫光股份,13.85,20608.0,20608.0,清华控股有限公司,6516.55,31.622,国有股
000939,凯迪电力,12.84,58956.8,57514.792,中国银行－华夏行业精选股票型证券投资基金(LOF),1799.98,3.053,境内法人股
000948,南天信息,11.31,21055.095,16195.468,中国建设银行－华夏优势增长股票型证券投资基金,1006.72,4.781,境内法人股
000949,新乡化纤,7.8,63786.269,63773.094,新乡白鹭化纤集团有限责任公司,26951.0,42.252,国有股
000950,建峰化工,7.78,59879.923,53054.923,重庆建峰工业集团有限公司,24343.4,40.654,国有股
000951,中国重汽,18.48,41942.55,27420.767,中国工商银行－诺安平衡证券投资基金,206.917,0.493,境内法人股
000952,广济药业,11.47,25170.551,25167.21,武穴市国有资产经营公司,3804.45,15.115,国有股
000953,ST河化,7.5,29405.944,29399.042,广西河池化学工业集团公司,14449.4,49.138,国有股
000955,ST欣龙,5.36,29315.0,24475.235,赵永生,600.0,2.047,自然人股
000957,中通客车,8.4,23850.495,23847.456,中通汽车工业集团有限责任公司,5181.44,21.725,国有股
000958,ST东热,4.95,29948.5,19670.959,邓秀玲,135.147,0.451,自然人股
000959,首钢股份,4.42,296652.606,120615.012,首钢总公司,11552.1,3.894,国有股
000960,锡业股份,29.1,82410.945,82410.945,云南锡业集团有限责任公司,41626.1,50.51,国有股
000961,中南建设,10.54,116783.923,31579.5,中国工商银行－易方达价值成长混合型证券投资基金,1595.0,1.366,境内法人股
000962,东方钽业,24.95,35640.0,35639.702,中色(宁夏)东方集团有限公司,16153.3,45.324,国有股
000963,华东医药,24.27,43405.999,27994.142,杭州华东医药集团有限公司,7693.27,17.724,国有股
000965,天保基建,9.61,46155.812,11550.0,平安信托有限责任公司－新价值成长一期,642.66,1.392,境内法人股
000966,长源电力,5.64,55414.204,55414.204,中国国电集团公司,20722.1,37.395,国有股
000967,上风高科,9.3,20517.912,20380.412,盈峰投资控股集团有限公司,8250.58,40.212,境内法人股
000968,煤气化,25.33,51374.7,51374.7,太原煤炭气化(集团)有限责任公司,25403.8,49.448,国有股
000969,安泰科技,19.53,85487.375,85370.401,中国钢研科技集团有限公司,35188.7,41.162,国有股
000970,中科三环,20.69,50760.0,50760.0,北京三环新材料高技术公司,12342.7,24.316,国有股
000971,ST迈亚,6.03,24310.0,18137.647,湖北仙桃毛纺集团有限公司,2061.49,8.48,国有股
000972,新中基,8.7,48205.333,43284.748,新疆生产建设兵团投资有限责任公司,3593.52,7.455,国有股
