代码,名称,现价,总股本,流通A股,第一流通股东,第一流通股东股本,百份比,股东性质
600622,嘉宝集团,8.31,51430.38,51430.38,嘉定建业投资开发公司,6239.75,12.132,境内法人股
600623,双钱股份,15.18,88946.772,64636.772,上海华谊(集团)公司,58400.3,65.658,国有股
600624,复旦复华,8.03,34515.503,34515.503,复旦大学,7594.0,22.002,国有股
600626,申达股份,5.11,71024.282,71024.282,上海市国有资产监督管理委员会,14712.8,31.073,国有股
600628,新世界,9.91,53179.927,53179.927,上海市黄浦区国有资产监督管理委员会,13407.4,25.212,国有股
600629,棱光实业,12.44,28999.984,25925.541,上海建筑材料（集团）总公司,18741.6,64.626,国有股
600630,龙头股份,7.56,42486.16,42486.16,上海纺织（集团）有限公司,12781.1,30.083,国有股
600631,百联股份,14.88,110102.73,110102.73,百联集团有限公司,48450.7,44.005,国有股
600635,大众公用,5.9,164486.978,164486.978,上海大众企业管理有限公司,32876.3,19.987,境内法人股
600636,三爱富,35.53,34722.779,34722.779,上海华谊(集团)公司,10947.6,31.529,国有股
600637,广电信息,12.45,70886.455,70886.455,上海仪电控股(集团)公司,29945.3,42.244,国有股
600638,新黄浦,9.95,56116.399,56116.399,上海新华闻投资有限公司,7565.34,13.482,国有股
600639,浦东金桥,9.63,92882.504,65664.885,上海金桥(集团)有限公司,40701.1,43.82,国有股
600640,中卫国脉,12.1,40137.119,20640.625,上海陆家嘴金融贸易区开发股份有限公司,1384.01,3.448,境内法人股
600641,万业企业,9.1,80615.875,80615.875,三林万业(上海)企业集团有限公司,40747.0,50.545,境内法人股
600642,申能股份,5.07,315251.604,315251.604,申能(集团)有限公司,151103.0,47.931,国有股
600643,爱建股份,10.5,82040.449,81772.432,上海工商界爱国建设特种基金会,13595.4,16.572,境内法人股
600644,乐山电力,14.46,32648.013,32648.013,四川省电力公司,5122.98,15.692,国有股
600645,ST中源,20.15,32504.103,32201.803,天津开发区德源投资发展有限公司,6513.88,20.04,境内法人股
600647,同达创业,12.53,10703.35,10703.35,信达投资有限公司,4354.34,40.682,境内法人股
600648,外高桥,13.69,101078.094,12729.2,上海国际集团资产管理有限公司,5147.1,5.092,国有股
600649,城投控股,8.12,229809.501,111423.936,上海市城市建设投资开发总公司,9421.98,4.1,国有股
600650,锦江投资,10.15,55161.011,39056.007,锦江国际（集团）有限公司,21258.6,38.539,国有股
600651,飞乐音响,9.89,61588.776,61588.776,上海仪电控股(集团)公司,7183.52,11.664,国有股
600652,爱使股份,7.7,55700.256,55700.256,天天科技有限公司,5061.24,9.087,境内法人股
600653,申华控股,3.41,174638.032,174638.032,辽宁正国投资发展有限公司,19728.0,11.297,国有股
600654,飞乐股份,6.77,75504.315,75504.315,上海仪电控股(集团)公司,9758.7,12.925,国有股
600655,豫园商城,10.88,143732.198,143732.198,上海复星产业投资有限公司,24804.3,17.257,境内法人股
600656,ST方源,13.6,19034.368,10665.926,潘庆玲,411.065,2.16,自然人股
600657,信达地产,6.37,152426.044,49703.494,信达投资有限公司,6563.13,4.306,境内法人股
600658,电子城,10.15,58009.74,17193.291,北京和智达投资有限公司,2400.22,4.138,境内法人股
600660,福耀玻璃,10.36,200298.633,186304.657,三益发展有限公司,45049.0,22.491,境外法人股
600661,新南洋,9.96,17367.682,17367.682,上海交通大学,6677.12,38.446,国有股
600662,强生控股,6.68,105336.219,54904.322,国际金融－花旗－MARTIN CURRIE INVESTMENT MANAGEMENT LIMITED,1161.62,1.428,境外法人股
600663,陆家嘴,13.98,186768.4,135808.4,上海陆家嘴（集团）有限公司,107656.0,57.641,国有股
600664,哈药股份,15.7,124200.547,81029.961,中国建银投资有限责任公司,16474.1,13.264,国有股
600665,天地源,5.12,72010.21,72010.21,西安高新技术产业开发区房地产开发公司,40696.6,56.515,国有股
600666,西南药业,9.78,29014.63,29014.63,重庆太极实业（集团）股份有限公司,6294.32,32.54,国有股
600667,太极实业,8.46,46881.738,36881.738,无锡产业发展集团有限公司,5064.86,10.804,国有股
600668,尖峰集团,11.56,34408.383,34372.412,金华市通济国有资产投资有限公司,5556.41,16.148,国有股
600671,*ST天目,11.01,12177.888,12172.053,杭州现代联合投资有限公司,2351.34,19.308,境内法人股
600673,东阳光铝,16.01,82746.679,82200.727,深圳市东阳光实业发展有限公司,42800.0,51.724,境内法人股
600674,川投能源,14.34,93292.151,54744.1,四川省投资集团有限责任公司,21047.9,22.561,国有股
600675,中华企业,6.8,141443.894,141443.894,上海地产(集团)有限公司,51157.0,36.168,国有股
600676,交运股份,6.43,73139.595,73139.595,上海交运（集团）公司,35969.0,49.179,国有股
600677,航天通信,11.8,32617.236,32617.236,中国航天科工集团公司,6246.99,19.152,国有股
600678,*ST金顶,5.9,34899.0,34899.0,中国建筑材料集团公司,1288.68,3.693,国有股
600679,金山开发,10.61,35361.966,18201.966,上海市金山区国有资产监督管理委员会,11715.5,33.13,国有股
600680,上海普天,10.51,38222.534,7603.219,中国普天信息产业股份有限公司,1524.63,3.989,国有股
600682,南京新百,10.52,35832.168,30063.858,南京新百投资控股集团有限公司,5429.86,15.154,境内法人股
600683,京投银泰,8.46,74077.76,42337.76,中国银泰投资有限公司,8732.97,11.789,境内法人股
600684,珠江实业,14.22,18703.939,18703.939,广州珠江实业集团有限公司,4854.12,25.952,国有股
600685,广船国际,30.04,49467.758,33727.958,中国船舶工业集团公司（中船集团）,17665.1,35.71,国有股
600686,金龙汽车,8.58,44259.71,44259.71,福建省汽车工业集团有限公司,5983.31,13.519,国有股
600687,刚泰控股,14.15,12688.856,12688.856,刚泰集团有限公司,2276.1,17.938,境内法人股
600688,S上石化,8.85,720000.0,72000.0,香港中央结算（代理人）有限公司,229449.0,31.868,境外法人股
600689,上海三毛,12.1,20099.134,15220.414,重庆纺织控股（集团）公司,5215.89,25.951,国有股
600690,青岛海尔,27.95,133996.177,133996.177,海尔集团公司,14204.6,10.601,境内法人股
600691,*ST东碳,13.17,11447.903,8164.5,中行四川分行国际信托投资公司,240.0,2.097,国有股
600692,亚通股份,8.44,35176.406,25501.052,上海市崇明县国有资产监督管理委员会,1758.82,5.0,国有股
600693,东百集团,8.64,34322.259,29845.892,福建钦舟实业发展有限公司,1716.11,5.0,境内法人股
600694,大商股份,38.23,29371.865,29371.865,大连国商资产经营管理有限公司,2588.87,8.814,国有股
600695,大江股份,8.67,67630.57,32957.285,绿庭(香港)有限公司,21204.1,31.353,境外法人股
600696,多伦股份,6.17,34056.555,34056.555,多伦投资（香港）有限公司,12431.4,36.502,境外法人股
600697,欧亚集团,27.8,15908.808,15515.602,长春市汽车城商业总公司,3631.39,22.826,国有股
600698,*ST轻骑,5.14,97181.744,42649.68,济南金骑成功商务有限公司,1627.47,1.675,境内法人股
600699,*ST得亨,10.19,18572.371,18572.371,宁波均胜投资集团有限公司,4053.5,21.826,境内法人股
600701,工大高新,5.58,49878.194,49878.194,哈尔滨工业大学高新技术开发总公司,10529.7,21.111,国有股
600702,沱牌曲酒,20.66,33730.0,33730.0,四川沱牌集团有限公司,10744.2,31.854,国有股
600703,三安光电,16.4,144401.378,47714.725,中国建设银行－银华核心价值优选股票型证券投资基金,2000.83,3.048,境内法人股
600704,物产中大,17.68,43917.541,37475.207,浙江省物产集团公司,8496.65,19.347,国有股
600706,ST长信,14.57,8733.344,8501.744,陕西华汉实业集团有限公司,970.554,11.113,境内法人股
600707,彩虹股份,12.44,73675.769,41802.88,彩虹集团电子股份有限公司,16477.0,22.364,国有股
600708,海博股份,6.84,51037.025,50673.533,光明食品（集团）有限公司,18262.3,35.782,国有股
600710,常林股份,10.82,53357.0,48620.0,中国福马机械集团有限公司,17365.9,35.718,国有股
600711,雄震矿业,23.79,16321.73,7946.64,深圳雄震集团有限公司,1513.34,9.272,境内法人股
600712,南宁百货,9.37,26040.96,25571.779,南宁沛宁资产经营有限责任公司,3889.35,14.936,国有股
600713,南京医药,13.29,34679.034,27396.166,中国建设银行股份有限公司－长盛同庆可分离交易股票型证券投资基金,999.975,2.884,境内法人股
600714,金瑞矿业,21.49,27340.454,15093.75,青海省金星矿业有限公司,4193.87,15.339,国有股
600715,*ST松辽,8.25,22425.6,22425.6,北京亦庄国际投资发展有限公司,5582.72,24.894,国有股
600716,凤凰股份,6.85,74060.063,29263.144,中国平安人寿保险股份有限公司－分红－银保分红,210.828,0.285,境内法人股
600717,天津港,8.18,167476.912,167476.912,显创投资有限公司,72558.4,43.324,境外法人股
600718,东软集团,11.38,122759.424,122759.424,东北大学科技产业集团有限公司,21636.2,17.625,国有股
600719,大连热电,11.06,20229.98,20229.98,大连市人民政府国有资产监督管理委员会,6656.69,32.905,国有股
600720,祁连山,18.24,47490.233,47480.418,中国中材股份有限公司,6081.23,12.805,国有股
600721,百花村,23.58,26885.196,9407.011,新疆生产建设兵团国有资产经营公司,2110.19,7.849,国有股
600722,ST金化,7.04,42142.0,42142.0,冀中能源股份有限公司,12765.5,30.292,国有股
600723,西单商场,12.55,40971.804,31787.581,北京西单友谊集团,4097.18,10.0,国有股
600724,宁波富达,8.99,144524.107,44438.309,宁波城建投资控股有限公司,11158.9,7.721,国有股
600725,云维股份,9.22,61623.5,61623.5,云南云维集团有限公司,25750.7,41.787,国有股
600726,华电能源,3.45,196667.515,72058.053,中国华电集团公司,6703.18,3.408,国有股
600728,ST新太,12.83,32480.034,21813.336,顾勤炜,113.75,0.35,自然人股
600729,重庆百货,43.22,37309.342,13616.569,重庆华贸国有资产经营有限公司,601.12,1.611,国有股
600730,中国高科,8.96,29332.8,29332.8,北大方正集团有限公司,7149.37,24.373,国有股
600731,湖南海利,7.5,25631.41,25507.894,湖南海利高新技术产业集团有限公司,5487.27,21.408,国有股
600732,上海新梅,8.22,24799.06,24799.06,上海兴盛实业发展（集团）有限公司,13812.6,55.698,境内法人股
600733,S前锋,18.53,19758.6,7560.0,丽缘进出口,84.979,0.43,境内法人股
600734,实达集团,5.69,35155.839,23224.959,福建计算机外部设备厂,1758.58,5.002,国有股
600735,新华锦,11.06,20899.746,20899.746,山东鲁锦进出口集团有限公司,9632.44,46.089,境内法人股
600736,苏州高新,6.3,105788.16,105788.16,苏州高新区经济发展集团总公司,35761.3,40.566,国有股
600737,中粮屯河,10.25,100560.423,80560.423,中粮集团有限公司,39931.9,39.709,国有股
600738,兰州民百,9.17,26277.626,22106.742,红楼集团有限公司,1978.5,7.529,境内法人股
600739,辽宁成大,27.8,90944.654,90944.654,辽宁成大集团有限公司,11325.9,12.454,国有股
600740,山西焦化,16.34,56570.0,45683.276,山西西山煤电股份有限公司,8804.55,15.564,国有股
600741,华域汽车,11.13,258320.017,147256.244,上海汽车工业（集团）总公司,44181.1,17.103,国有股
600742,一汽富维,29.28,21152.34,21152.34,中国第一汽车集团公司,4260.43,20.142,国有股
600743,华远地产,4.86,126445.983,28606.5,名流置业集团股份有限公司,923.762,0.95,境内法人股
600744,华银电力,4.47,71164.8,47438.452,长沙宏达科技发展有限公司,1988.43,2.794,境内法人股
600745,中茵股份,8.88,32737.49,9366.142,苏州中茵集团有限公司,1217.45,3.719,境内法人股
600746,江苏索普,8.72,30642.145,30466.091,江苏索普（集团）有限公司,17760.3,57.961,国有股
600747,大连控股,8.09,106432.84,77755.656,陈刚,1303.33,1.225,自然人股
600748,上实发展,7.24,108337.087,108337.087,上海上实（集团）有限公司,68956.6,63.65,国有股
600749,西藏旅游,13.98,18913.793,16500.0,国风集团有限公司,2972.37,18.014,境内法人股
600750,江中药业,24.48,31115.0,29587.68,江西江中制药（集团）有限责任公司,12908.2,41.485,国有股
600751,SST天海,10.37,49264.882,10368.93,车锡平,200.0,0.406,自然人股
600753,东方银星,8.82,12800.0,12800.0,重庆银星智业(集团)有限公司,2778.6,21.708,境内法人股
600754,锦江股份,17.41,60324.074,44724.074,上海锦江国际酒店(集团)股份有限公司,30353.4,50.317,国有股
600755,厦门国贸,8.05,102371.991,81889.431,厦门国贸控股有限公司,10519.3,10.276,国有股
600756,浪潮软件,13.92,18583.152,18583.152,浪潮齐鲁软件产业有限公司,4125.4,22.2,境内法人股
600757,*ST源发,8.48,55217.223,35492.493,中国工商银行股份有限公司上海市分行,9600.0,17.386,国有股
600758,红阳能源,12.67,20768.176,11441.326,辽宁省投资集团有限公司（辽宁省投资集团公司）,741.0,3.568,国有股
600759,正和股份,5.31,122011.754,121602.254,广西正和实业集团有限公司,88936.9,72.892,境内法人股
600760,中航黑豹,12.87,34494.51,27300.468,哈尔滨东安实业发展有限公司,1724.94,5.001,境内法人股
600761,安徽合力,14.81,42834.537,42834.537,安徽叉车集团有限责任公司,13297.3,37.252,国有股
600763,通策医疗,16.73,16032.0,16032.0,杭州宝群实业集团有限公司,5411.6,33.755,境内法人股
600764,中电广通,9.09,32972.698,32972.698,中国电子信息产业集团有限公司,17957.9,54.463,国有股
600765,中航重机,15.0,77800.32,77800.32,贵州金江航空液压有限责任公司,22936.9,29.482,国有股
600766,ST园城,8.9,17116.551,12870.414,园城实业集团有限公司,5100.0,29.796,境内法人股
600767,运盛实业,5.53,34101.018,34091.018,上海九川投资有限公司,8865.91,25.999,境内法人股
600768,宁波富邦,12.75,13374.72,11446.272,宁波富邦控股集团有限公司,4588.22,34.305,境内法人股
600769,ST祥龙,7.08,37497.72,37497.72,武汉葛化集团有限公司,7498.64,19.998,国有股
600770,综艺股份,18.92,73640.0,66660.0,南通综艺投资有限公司,20916.6,31.378,境内法人股
600771,ST东盛,10.7,24380.844,16637.059,鞍山钢铁集团公司,1491.78,6.119,国有股
600773,西藏城投,23.6,57570.5,19279.733,交通银行－博时新兴成长股票型证券投资基金,569.899,0.99,境内法人股
600774,汉商集团,8.94,17457.539,17259.581,武汉市汉阳区国有资产监督管理办公室,4641.38,26.587,国有股
600775,南京熊猫,7.27,65501.5,41301.5,熊猫电子集团有限公司,33471.5,51.1,国有股
600776,东方通信,7.18,125600.006,95600.006,普天东方通信集团有限公司,60721.5,48.345,国有股
600777,新潮实业,5.63,62542.328,62530.476,烟台东润投资发展有限公司,13072.4,20.902,境内法人股
600778,友好集团,12.26,31149.135,30883.658,乌鲁木齐国有资产经营有限公司,5514.63,17.704,国有股
600779,水井坊,22.42,48854.57,29532.351,国际金融-花旗－MARTIN CURRIE INVESTMENT MANAGEMENT LIMITED,742.462,1.52,境外法人股
600780,通宝能源,6.8,87294.098,87294.098,山西国际电力集团有限公司,42234.9,48.382,国有股
600781,上海辅仁,11.84,17759.286,12332.429,金礼发展有限公司,963.293,5.424,境外法人股
600782,新钢股份,7.01,139343.061,139343.061,新余钢铁集团有限公司,107319.0,77.018,国有股
600783,鲁信创投,25.36,37217.965,20227.89,山东省鲁信投资控股集团有限公司,10190.0,27.379,国有股
600784,鲁银投资,16.59,24830.687,24830.687,西南证券股份有限公司,250.0,1.007,国有股
600785,新华百货,26.68,20743.128,20743.128,物美控股集团有限公司,6071.57,29.27,境内法人股
600787,中储股份,10.44,84010.278,46417.956,心成长股票型证券投资基金,2154.57,2.565,境内法人股
600789,鲁抗医药,8.19,58157.548,40682.406,中国资本(控股)有限公司,5254.85,9.036,境外法人股
600790,轻纺城,8.03,61877.618,51905.489,浙江省财务开发公司,1342.2,2.169,境内法人股
600791,京能置业,5.93,45288.0,45231.37,北京能源投资（集团）有限公司,20498.4,45.262,国有股
600792,*ST马龙,14.8,12622.5,12622.5,云天化集团有限责任公司,6628.05,52.51,国有股
600793,ST宜纸,10.99,10530.0,10530.0,宜宾市国有资产经营有限公司,3977.66,37.775,国有股
600794,保税科技,12.87,21391.599,21391.599,张家港保税区金港资产经营有限公司,5323.9,29.865,国有股
600795,国电电力,2.96,1539457.059,1395428.176,中国国电集团公司,653158.0,42.428,国有股
600796,钱江生化,8.78,30140.214,30140.214,海宁市资产经营公司,9125.34,33.304,国有股
600797,浙大网新,7.36,84200.849,81304.349,浙江浙大网新集团有限公司,13519.6,16.628,境内法人股
600798,宁波海运,4.59,87114.57,87114.57,宁波海运集团有限公司,13471.8,15.465,境内法人股
600800,ST磁卡,6.16,61127.105,45252.21,天津环球磁卡集团有限公司,3056.36,5.0,国有股
600801,华新水泥,25.6,80720.0,47920.0,HOLCHIN B.V.,16096.1,39.881,境外法人股
600802,福建水泥,12.11,38187.367,38187.367,福建省建材（控股）有限责任公司,10991.3,28.783,国有股
600803,威远生化,13.13,31183.24,18888.434,河北威远集团有限公司,2364.43,7.582,境内法人股
600804,鹏博士,7.89,133851.248,133851.248,深圳鹏博实业集团有限公司,8958.96,6.693,境内法人股
600805,悦达投资,15.0,70907.875,70766.846,江苏悦达集团有限公司,12578.4,23.061,国有股
600806,昆明机床,11.56,53108.11,19819.06,HKSCC Nominees Limited,13539.0,25.493,境外法人股
600807,天业股份,10.27,32115.12,27044.004,将军控股有限公司,539.604,3.36,国有股
600808,马钢股份,3.48,770068.119,596775.119,马钢（集团）控股有限公司,388642.0,50.469,国有股
600809,山西汾酒,70.05,43292.413,43292.413,山西杏花村汾酒集团有限责任公司,30293.4,69.974,国有股
600810,神马股份,16.44,44228.0,44228.0,中国平煤神马能源化工集团有限责任公司,23417.2,52.947,国有股
600811,东方集团,6.88,166680.537,124107.026,东方集团实业股份有限公司,4061.11,2.437,境内法人股
600812,华北制药,11.52,102857.756,102857.756,华北制药集团有限责任公司,28677.1,27.88,国有股
600814,杭州解百,7.42,31038.302,31038.302,杭州商业资产经营（有限）公司,9076.04,29.241,国有股
600815,厦工股份,14.74,77970.959,77970.959,厦门海翼集团有限公司,34963.7,44.842,国有股
600816,安信信托,19.69,45410.978,45384.978,上海国之杰投资发展有限公司,14967.1,32.959,境内法人股
600818,中路股份,13.61,29222.537,21632.537,上海中路(集团)有限公司,11895.3,40.706,境内法人股
600819,耀皮玻璃,13.01,73125.008,54375.008,上海建筑材料（集团）总公司,19250.6,26.326,国有股
600820,隧道股份,10.67,73352.135,73352.135,上海城建（集团）公司,27030.2,36.85,国有股
600821,津劝业,6.74,41626.823,41626.823,天津劝业华联集团有限公司,6229.17,14.964,国有股
600822,上海物贸,8.19,49597.291,35360.063,百联集团有限公司,19602.9,39.524,国有股
600823,世茂股份,14.63,117059.534,47835.534,上海世茂企业发展有限公司,17700.9,15.121,境内法人股
600824,益民集团,6.07,73196.325,73196.325,上海市卢湾区国有资产监督管理委员会,28576.1,39.04,国有股
600825,新华传媒,6.87,104488.785,104488.785,上海新华发行集团有限公司,31953.4,30.581,国有股
600826,兰生股份,10.36,42064.229,42064.229,上海兰生(集团)有限公司,14630.9,52.174,国有股
600827,友谊股份,16.93,47211.644,24068.867,上海友谊复星(控股)有限公司,4721.16,10.0,国有股
600828,成商集团,12.21,43879.974,43736.299,深圳茂业商厦有限公司,24417.7,66.776,境内法人股
600829,三精制药,12.32,57988.86,57988.86,哈药集团有限公司,17327.5,44.821,国有股
600830,香溢融通,9.72,45432.275,45432.275,浙江烟草投资管理有限责任公司,5216.92,11.483,国有股
600831,广电网络,10.68,56343.854,56343.854,陕西省广播电视信息网络有限责任公司,20324.9,36.073,国有股
600832,东方明珠,7.75,318633.487,318633.487,上海广播电影电视发展有限公司,144000.0,45.193,国有股
600833,第一医药,12.99,15934.739,15934.739,上海新路达商业（集团）有限公司,3727.51,23.392,国有股
600834,申通地铁,9.77,47738.19,47738.19,上海申通地铁集团有限公司,27894.4,58.432,国有股
600835,上海机电,11.83,102273.931,80650.43,上海电气集团股份有限公司,48352.0,47.277,国有股
600836,界龙实业,10.09,31356.338,31356.338,上海界龙集团有限公司,8218.5,26.21,境内法人股
600837,海通证券,9.02,822782.118,822782.118,上海上实(集团)有限公司,55557.0,6.752,国有股
600838,上海九百,8.56,40088.198,40088.198,上海九百（集团）有限公司,7854.06,19.592,国有股
600839,四川长虹,3.34,284731.713,284174.063,四川长虹电子集团有限公司,84937.6,29.831,国有股
600841,上柴股份,15.3,48030.928,26330.928,上海汽车集团股份有限公司,24170.9,50.324,国有股
600843,上工申贝,12.09,44888.678,20494.303,上海市浦东新区国有资产监督管理委员会,10543.9,23.489,国有股
600844,丹化科技,17.46,77862.062,58482.701,江苏丹化集团有限责任公司,15300.0,19.65,国有股
600845,宝信软件,17.25,34091.729,22651.729,宝山钢铁股份有限公司,14555.6,55.504,国有股
600846,同济科技,6.08,62476.152,58715.706,上海同济资产经营有限公司,10844.7,17.358,国有股
600847,ST渝万里,11.1,8866.0,8866.0,深圳市南方同正投资有限公司,2232.74,25.183,境内法人股
600848,自仪股份,10.43,39928.689,29214.139,上海电气(集团)总公司,10535.9,26.387,国有股
600850,华东电脑,17.9,17103.15,17103.15,华东计算技术研究所,7631.59,44.621,国有股
600851,海欣股份,9.91,120705.669,73820.611,上海松江洞泾工业公司,9061.38,7.507,境内法人股
600853,龙建股份,4.3,53680.766,53680.766,黑龙江省公路桥梁建设集团有限公司,14804.0,27.578,国有股
600854,ST春兰,6.27,51945.854,51945.854,春兰(集团)公司,12946.8,24.924,境内法人股
600855,航天长峰,11.47,29260.4,23320.2,中国航天科工集团第二研究院二○四所,1024.51,3.501,国有股
600856,长百集团,6.23,23483.157,23483.157,上海合涌源企业发展有限公司,2600.0,11.072,境内法人股
600857,工大首创,10.02,22431.992,22431.992,哈尔滨工业大学八达集团有限公司,3520.48,15.694,国有股
600858,银座股份,20.44,28892.588,26342.687,山东省商业集团有限公司,5629.72,19.485,国有股
600859,王府井,39.97,41764.191,41764.191,北京王府井国际商业发展有限公司,19701.6,47.173,国有股
600860,ST北人,6.84,42200.0,32200.0,北人集团公司,20162.0,47.777,国有股
600861,北京城乡,9.77,31680.495,31680.495,北京市郊区旅游实业开发公司,3168.05,10.0,国有股
600862,南通科技,12.75,31896.424,30286.035,南通科技工贸投资发展有限公司,6011.58,18.847,国有股
600863,内蒙华电,8.86,198122.0,57293.529,中国人寿保险股份有限公司－分红－个人分红－005L－FH002 沪,1558.97,0.787,境内法人股
600864,哈投股份,9.4,54637.82,54637.82,哈尔滨投资集团有限责任公司,23817.5,43.592,国有股
600865,百大集团,7.1,37624.032,37624.032,浙江银泰百货有限公司,2170.0,5.768,境内法人股
600866,星湖科技,10.32,55039.346,52110.253,广东省广新控股集团有限公司,8624.08,16.55,国有股
600867,通化东宝,8.38,77621.252,50823.274,中国工商银行股份有限公司－汇添富医药保健股票型证券投资基金,369.593,0.643,境内法人股
600868,ST梅雁,3.55,189814.868,189814.868,广东梅雁实业投资股份有限公司,6358.04,3.35,境内法人股
600869,三普药业,26.97,42743.268,12000.0,远东控股集团有限公司,3354.77,7.849,境内法人股
600870,ST厦华,5.65,37081.872,37081.872,华映视讯（吴江）有限公司,10012.1,27.0,境内法人股
600871,S仪化,9.37,400000.0,20000.0,香港中央结算(代理人)有限公司 ,138779.0,34.695,境外法人股
600872,中炬高新,6.72,79663.719,79663.719,中山火炬集团有限公司,8542.54,10.723,境内法人股
600873,梅花集团,13.04,270823.66,29073.58,山东五洲投资集团有限公司,2179.86,2.162,境内法人股
600874,创业环保,6.06,142722.843,108722.843,天津市政投资有限公司,73978.1,51.833,国有股
600875,东方电气,25.5,200386.0,154393.0,中国东方电气集团有限公司,88156.7,43.993,国有股
600876,洛阳玻璃,11.16,50001.824,25001.824,香港中央结算（代理人）有限公司,24769.3,49.537,境外法人股
600877,中国嘉陵,8.12,68728.204,68728.204,中国南方工业集团公司,18556.6,27.0,国有股
600879,航天电子,12.16,81104.078,81104.078,中国航天时代电子公司,16490.0,20.332,国有股
600880,博瑞传播,14.04,62516.78,41125.894,中国农业银行－长城安心回报混合型证券投资基金,1000.0,1.624,境内法人股
600881,亚泰集团,8.33,189473.206,189473.206,长春市人民政府国有资产监督管理委员会,29508.9,15.574,国有股
600882,大成股份,14.2,21372.642,21372.642,中国化工农化总公司,6526.67,30.538,国有股
600883,博闻科技,11.62,23608.8,23608.8,深圳市得融投资发展有限公司,4050.0,17.155,境内法人股
600884,杉杉股份,18.27,41085.825,41085.825,杉杉集团有限公司,4073.27,9.914,境内法人股
600885,*ST力阳,7.11,15374.377,15374.377,山东力诺新材料有限公司,1977.4,12.862,境内法人股
600886,国投电力,7.25,199510.11,105462.834,国家开发投资公司,46680.8,23.398,国有股
600887,伊利股份,16.65,159864.55,158734.145,融通新蓝筹证券投资基金,2188.53,2.738,境内法人股
600888,新疆众和,24.25,35205.868,35205.868,特变电工股份有限公司,10681.6,30.34,境内法人股
600889,南京化纤,9.81,30706.928,30706.928,南京轻纺产业(集团)有限公司,12540.8,40.84,国有股
600890,ST中房,6.03,57919.493,32814.069,兰州铁路局,1100.0,1.899,国有股
600891,ST秋林,13.59,32552.894,19412.9,张琦,176.567,0.542,自然人股
600892,*ST宝诚,16.11,6312.5,4922.412,中国华星氟化学投资集团有限公司,631.25,10.0,国有股
600893,航空动力,17.29,108957.324,50222.554,吴轶,1090.0,2.001,自然人股
600894,广钢股份,8.52,76240.962,76240.962,广州钢铁企业集团有限公司,29110.5,38.182,国有股
600895,张江高科,9.44,154868.955,154868.955,上海张江（集团）有限公司,82982.1,53.582,国有股
600896,中海海盛,5.8,58131.577,58131.577,中国海运(集团)总公司,15980.2,27.49,国有股
600897,厦门空港,14.71,29781.0,29781.0,厦门国际航空港集团有限公司,20250.0,67.996,国有股
600900,长江电力,7.21,1650000.0,736406.967,中国长江三峡集团公司,252920.0,15.329,国有股
600960,渤海活塞,13.54,16282.35,16282.35,滨州市人民政府国有资产监督管理委员会,8088.06,49.674,国有股
600961,株冶集团,16.86,52745.791,25832.757,中国工商银行－易方达价值成长混合型证券投资基金,1115.0,2.114,境内法人股
600962,国投中鲁,17.51,20170.0,15870.0,国家开发投资公司,5330.25,26.427,国有股
600963,岳阳林纸,8.56,84315.915,70621.326,泰格林纸集团股份有限公司,5261.1,6.24,国有股
600965,福成五丰,7.48,27940.324,27940.324,三河福成投资有限公司,7728.75,27.662,境内法人股
600966,博汇纸业,7.48,50457.764,50457.764,山东博汇集团有限公司,17039.8,33.77,境内法人股
600967,北方创业,18.06,17323.0,17323.0,内蒙古第一机械制造（集团）有限公司,3150.0,18.184,国有股
600969,郴电国际,18.26,21026.772,9240.0,中国工商银行股份有限公司－诺安成长股票型证券投资基金,416.919,1.983,境内法人股
600970,中材国际,27.33,91108.105,72576.0,中国中材股份有限公司,32240.5,42.465,国有股
600971,恒源煤电,40.36,43847.327,14277.211,安徽省皖北煤电集团有限责任公司,1130.4,2.578,国有股
600973,宝胜股份,15.8,20315.43,15600.0,宝胜集团有限公司,7009.28,34.502,国有股
600975,新五丰,14.09,18027.702,18027.702,湖南省粮油食品进出口集团有限公司,6766.74,37.535,国有股
600976,武汉健民,19.59,15339.86,15329.86,华方医药科技有限公司,3566.93,23.253,境内法人股
600978,宜华木业,5.61,115266.272,100466.272,宜华企业(集团)有限公司,28467.3,24.697,境内法人股
600979,广安爱众,7.29,59289.215,47569.215,四川爱众投资控股集团有限公司,7111.43,23.989,国有股
600980,北矿磁材,19.85,13000.0,13000.0,北京矿冶研究总院,5200.0,40.0,国有股
600981,江苏开元,6.58,51610.65,51610.65,江苏开元国际集团有限公司,6780.93,13.139,国有股
600982,宁波热电,12.34,16800.0,16800.0,宁波开发投资集团有限公司,4291.15,25.543,国有股
600983,合肥三洋,11.93,53280.0,19670.04,中国建设银行－华夏红利混合型开放式证券投资基金 ,419.969,0.788,境内法人股
600984,*ST建机,8.87,14155.6,14155.6,陕西建设机械(集团)有限责任公司,3531.29,24.946,国有股
600985,雷鸣科化,15.84,10800.0,10800.0,淮北矿业(集团)有限责任公司,4183.39,38.735,国有股
600986,科达股份,7.3,33526.971,33526.971,广饶县金润投资有限公司,6370.12,19.0,境内法人股
600987,航民股份,7.38,42354.0,42354.0,浙江航民实业集团有限公司,4235.4,10.0,境内法人股
600988,*ST宝龙,9.46,9963.78,7075.37,万沛中,770.0,7.728,自然人股
